304678fb79adc7d18bc570816e65c16f.(9, 6).Apex	so much packed in a small <e1>case</e1> and very <e2>affordable</e2>
9151bec746be1369933e0711724fabba.(41, 9).Apex	the player usually play dvd 's but has occasional <e1>problem</e1> such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to access certain special feature on a <e2>rental</e2> dvd
-(e2, e1)
f1ea952ffd3cb666c023f31c40f6900f.(21, 13).Apex	it play basically every medium i 've tested so far even an old <e1>vcd</e1> that i ripped year ago and the <e2>rental</e2> dvd that could n 't be played on my old 200 sharp player
-(e2, e1)
f1ea952ffd3cb666c023f31c40f6900f.(21, 17).Apex	it play basically every medium i 've tested so far even an old vcd that i ripped <e1>year</e1> ago and the <e2>rental</e2> dvd that could n 't be played on my old 200 sharp player
-(e2, e1)
e4730539ff132950b9f794e6c42e8042.(17, 11).Apex	it worked from 12-26 to 1 9 at which time the <e1>picture</e1> failed completely see other negative <e2>reviews-my</e2> unit was n 't the only one this happened to
-(e2, e1)
034391c92fae4d4613f259670a4dc0e4.(6, 11).Apex	when i tried to install the <e1>second</e1> dvd player in my <e2>brother</e2> house that one didn t work either
-(e1, e2)
4eadb02423a841209104f9bbc14fba06.(15, 1).Apex	the <e1>catch</e1> is that while it play movie just fine it has refused to read <e2>second</e2> discs with the movie extra on them on the two occaisions when i tried to do that
-(e2, e1)
034391c92fae4d4613f259670a4dc0e4.(6, 15).Apex	when i tried to install the <e1>second</e1> dvd player in my brother house that one <e2>didn</e2> t work either
-(e1, e2)
034391c92fae4d4613f259670a4dc0e4.(6, 12).Apex	when i tried to install the <e1>second</e1> dvd player in my brother <e2>house</e2> that one didn t work either
-(e1, e2)
4eadb02423a841209104f9bbc14fba06.(15, 7).Apex	the catch is that while it play <e1>movie</e1> just fine it has refused to read <e2>second</e2> discs with the movie extra on them on the two occaisions when i tried to do that
-(e2, e1)
4eadb02423a841209104f9bbc14fba06.(15, 19).Apex	the catch is that while it play movie just fine it has refused to read <e1>second</e1> discs with the <e2>movie</e2> extra on them on the two occaisions when i tried to do that
-(e1, e2)
034391c92fae4d4613f259670a4dc0e4.(6, 17).Apex	when i tried to install the <e1>second</e1> dvd player in my brother house that one didn t <e2>work</e2> either
-(e1, e2)
f7c6a30b651882d1ae5523552ba03649.(8, 15).Apex	i 've attempted to connect this unit to <e1>several</e1> different tv using a multitude of <e2>connection</e2> method and i still can 't get a video signal from the machine
-(e1, e2)
be4b7903a9d098dd895e2eb70527204a.(4, 6).Apex	this has happened with <e1>several</e1> different <e2>dvd</e2> 's and occasionally if we keep trying something it will work when it did not work one time before
-(e1, e2)
cb2481936526033884407b90cc7ee91a.(4, 8).Apex	for instance i made <e1>several</e1> back-ups of my <e2>dvd</e2> movie using dvd-r w and r w and it play the dvds
-(e1, e2)
cb2481936526033884407b90cc7ee91a.(4, 20).Apex	for instance i made <e1>several</e1> back-ups of my dvd movie using dvd-r w and r w and it play the <e2>dvds</e2>
-(e1, e2)
62e789092dd8cdbdc780fb92af24cb33.(3, 25).Apex	i have tried <e1>several</e1> time to contact apex digital through their on-line support site and their telephone line but they wo n 't answer my <e2>email</e2> and their telephone line is always busy
-(e1, e2)
6513c98716058aac2f83fc6564af3fd0.(6, 29).Apex	i 've had this player for <e1>several</e1> month and it read most discs but it would not recognize several discs that were clean and read on other player from <e2>friend</e2> season 2
-(e1, e2)
6513c98716058aac2f83fc6564af3fd0.(18, 29).Apex	i 've had this player for several month and it read most discs but it would not recognize <e1>several</e1> discs that were clean and read on other player from <e2>friend</e2> season 2
-(e1, e2)
cb2481936526033884407b90cc7ee91a.(4, 1).Apex	for <e1>instance</e1> i made <e2>several</e2> back-ups of my dvd movie using dvd-r w and r w and it play the dvds
-(e2, e1)
62e789092dd8cdbdc780fb92af24cb33.(3, 29).Apex	i have tried <e1>several</e1> time to contact apex digital through their on-line support site and their telephone line but they wo n 't answer my email and their telephone <e2>line</e2> is always busy
-(e1, e2)
62e789092dd8cdbdc780fb92af24cb33.(3, 17).Apex	i have tried <e1>several</e1> time to contact apex digital through their on-line support site and their telephone <e2>line</e2> but they wo n 't answer my email and their telephone line is always busy
-(e1, e2)
f7c6a30b651882d1ae5523552ba03649.(8, 28).Apex	i 've attempted to connect this unit to <e1>several</e1> different tv using a multitude of connection method and i still can 't get a video signal from the <e2>machine</e2>
-(e1, e2)
f7c6a30b651882d1ae5523552ba03649.(8, 16).Apex	i 've attempted to connect this unit to <e1>several</e1> different tv using a multitude of connection <e2>method</e2> and i still can 't get a video signal from the machine
-(e1, e2)
6513c98716058aac2f83fc6564af3fd0.(18, 7).Apex	i 've had this player for several <e1>month</e1> and it read most discs but it would not recognize <e2>several</e2> discs that were clean and read on other player from friend season 2
-(e2, e1)
6513c98716058aac2f83fc6564af3fd0.(6, 7).Apex	i 've had this player for <e1>several</e1> <e2>month</e2> and it read most discs but it would not recognize several discs that were clean and read on other player from friend season 2
-(e1, e2)
cb2481936526033884407b90cc7ee91a.(4, 9).Apex	for instance i made <e1>several</e1> back-ups of my dvd <e2>movie</e2> using dvd-r w and r w and it play the dvds
-(e1, e2)
f7c6a30b651882d1ae5523552ba03649.(8, 13).Apex	i 've attempted to connect this unit to <e1>several</e1> different tv using a <e2>multitude</e2> of connection method and i still can 't get a video signal from the machine
-(e1, e2)
4e76cc39ae9044560ecd410fbbf8ce76.(9, 5).Apex	i tried calling the support <e1>number</e1> for a week <e2>several</e2> time a day and always got a busy signal
-(e2, e1)
6513c98716058aac2f83fc6564af3fd0.(18, 4).Apex	i 've had this <e1>player</e1> for several month and it read most discs but it would not recognize <e2>several</e2> discs that were clean and read on other player from friend season 2
-(e2, e1)
6513c98716058aac2f83fc6564af3fd0.(6, 4).Apex	i 've had this <e1>player</e1> for <e2>several</e2> month and it read most discs but it would not recognize several discs that were clean and read on other player from friend season 2
-(e2, e1)
6513c98716058aac2f83fc6564af3fd0.(6, 27).Apex	i 've had this player for <e1>several</e1> month and it read most discs but it would not recognize several discs that were clean and read on other <e2>player</e2> from friend season 2
-(e1, e2)
6513c98716058aac2f83fc6564af3fd0.(18, 27).Apex	i 've had this player for several month and it read most discs but it would not recognize <e1>several</e1> discs that were clean and read on other <e2>player</e2> from friend season 2
-(e1, e2)
6513c98716058aac2f83fc6564af3fd0.(6, 30).Apex	i 've had this player for <e1>several</e1> month and it read most discs but it would not recognize several discs that were clean and read on other player from friend <e2>season</e2> 2
-(e1, e2)
6513c98716058aac2f83fc6564af3fd0.(18, 30).Apex	i 've had this player for several month and it read most discs but it would not recognize <e1>several</e1> discs that were clean and read on other player from friend <e2>season</e2> 2
-(e1, e2)
f7c6a30b651882d1ae5523552ba03649.(8, 25).Apex	i 've attempted to connect this unit to <e1>several</e1> different tv using a multitude of connection method and i still can 't get a video <e2>signal</e2> from the machine
-(e1, e2)
4e76cc39ae9044560ecd410fbbf8ce76.(9, 18).Apex	i tried calling the support number for a week <e1>several</e1> time a day and always got a busy <e2>signal</e2>
-(e1, e2)
62e789092dd8cdbdc780fb92af24cb33.(3, 13).Apex	i have tried <e1>several</e1> time to contact apex digital through their on-line support <e2>site</e2> and their telephone line but they wo n 't answer my email and their telephone line is always busy
-(e1, e2)
62e789092dd8cdbdc780fb92af24cb33.(3, 12).Apex	i have tried <e1>several</e1> time to contact apex digital through their on-line <e2>support</e2> site and their telephone line but they wo n 't answer my email and their telephone line is always busy
-(e1, e2)
4e76cc39ae9044560ecd410fbbf8ce76.(9, 4).Apex	i tried calling the <e1>support</e1> number for a week <e2>several</e2> time a day and always got a busy signal
-(e2, e1)
62e789092dd8cdbdc780fb92af24cb33.(3, 16).Apex	i have tried <e1>several</e1> time to contact apex digital through their on-line support site and their <e2>telephone</e2> line but they wo n 't answer my email and their telephone line is always busy
-(e1, e2)
62e789092dd8cdbdc780fb92af24cb33.(3, 28).Apex	i have tried <e1>several</e1> time to contact apex digital through their on-line support site and their telephone line but they wo n 't answer my email and their <e2>telephone</e2> line is always busy
-(e1, e2)
f7c6a30b651882d1ae5523552ba03649.(8, 10).Apex	i 've attempted to connect this unit to <e1>several</e1> different <e2>tv</e2> using a multitude of connection method and i still can 't get a video signal from the machine
-(e1, e2)
f7c6a30b651882d1ae5523552ba03649.(8, 6).Apex	i 've attempted to connect this <e1>unit</e1> to <e2>several</e2> different tv using a multitude of connection method and i still can 't get a video signal from the machine
-(e2, e1)
4e76cc39ae9044560ecd410fbbf8ce76.(9, 8).Apex	i tried calling the support number for a <e1>week</e1> <e2>several</e2> time a day and always got a busy signal
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(21, 11).Apex	the progressive scan option can be turned off easily by a <e1>button</e1> on the remote control which is one of the <e2>simplest</e2> and easiest remote control i have ever seen or used
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(21, 25).Apex	the progressive scan option can be turned off easily by a button on the remote control which is one of the <e1>simplest</e1> and easiest remote <e2>control</e2> i have ever seen or used
-(e1, e2)
1b4b8b00a1be6322acc0a3232c0e902d.(21, 15).Apex	the progressive scan option can be turned off easily by a button on the remote <e1>control</e1> which is one of the <e2>simplest</e2> and easiest remote control i have ever seen or used
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(21, 14).Apex	the progressive scan option can be turned off easily by a button on the <e1>remote</e1> control which is one of the <e2>simplest</e2> and easiest remote control i have ever seen or used
-(e2, e1)
1b4b8b00a1be6322acc0a3232c0e902d.(21, 24).Apex	the progressive scan option can be turned off easily by a button on the remote control which is one of the <e1>simplest</e1> and easiest <e2>remote</e2> control i have ever seen or used
-(e1, e2)
01bd9627b997fb43d6e384241050849a.(8, 5).Apex	as a whole the dvd <e1>player</e1> has a <e2>sleek</e2> design and work fine
-(e2, e1)
01bd9627b997fb43d6e384241050849a.(8, 11).Apex	as a whole the dvd player has a <e1>sleek</e1> design and <e2>work</e2> fine
-(e1, e2)
d460f81b43998cfb748cde2be9836aec.(22, 17).Apex	for the first few week this player was everything i expected it to be an affordable multi-format <e1>dvd</e1> player with a stylish <e2>slim</e2> case as advertised
-(e2, e1)
80cb6fbb20332fa22c5eba0f351a1901.(2, 14).Apex	and the <e1>slim</e1> form-factor together with the mirror-like front panel sure makes the player <e2>look</e2> cool and pricey
-(e1, e2)
80cb6fbb20332fa22c5eba0f351a1901.(2, 9).Apex	and the <e1>slim</e1> form-factor together with the mirror-like front <e2>panel</e2> sure makes the player look cool and pricey
-(e1, e2)
80cb6fbb20332fa22c5eba0f351a1901.(2, 13).Apex	and the <e1>slim</e1> form-factor together with the mirror-like front panel sure makes the <e2>player</e2> look cool and pricey
-(e1, e2)
d460f81b43998cfb748cde2be9836aec.(22, 18).Apex	for the first few week this player was everything i expected it to be an affordable multi-format dvd <e1>player</e1> with a stylish <e2>slim</e2> case as advertised
-(e2, e1)
d460f81b43998cfb748cde2be9836aec.(22, 6).Apex	for the first few week this <e1>player</e1> was everything i expected it to be an affordable multi-format dvd player with a stylish <e2>slim</e2> case as advertised
-(e2, e1)
168375c1396ae73de3fde98510ddc928.(8, 12).Apex	the build quality show why its so cheap <e1>small</e1> scratch on the <e2>base</e2> plate something that you would n 't see on a sony and an overall plasticky feel
-(e1, e2)
84b3210547b32bd5ab20ec53b3438380.(9, 5).Apex	there were a few attractive <e1>feature</e1> such as the <e2>small</e2> size and the layout of the remote
-(e2, e1)
168375c1396ae73de3fde98510ddc928.(8, 28).Apex	the build quality show why its so cheap <e1>small</e1> scratch on the base plate something that you would n 't see on a sony and an overall plasticky <e2>feel</e2>
-(e1, e2)
84b3210547b32bd5ab20ec53b3438380.(9, 13).Apex	there were a few attractive feature such as the <e1>small</e1> size and the <e2>layout</e2> of the remote
-(e1, e2)
168375c1396ae73de3fde98510ddc928.(8, 13).Apex	the build quality show why its so cheap <e1>small</e1> scratch on the base <e2>plate</e2> something that you would n 't see on a sony and an overall plasticky feel
-(e1, e2)
168375c1396ae73de3fde98510ddc928.(8, 2).Apex	the build <e1>quality</e1> show why its so cheap <e2>small</e2> scratch on the base plate something that you would n 't see on a sony and an overall plasticky feel
-(e2, e1)
84b3210547b32bd5ab20ec53b3438380.(9, 16).Apex	there were a few attractive feature such as the <e1>small</e1> size and the layout of the <e2>remote</e2>
-(e1, e2)
d79245d81b4060e7f727fdd27f624fad.(3, 0).Apex	<e1>remote</e1> button are <e2>small</e2> and closely spaced especially with the menu button
-(e2, e1)
168375c1396ae73de3fde98510ddc928.(8, 9).Apex	the build quality show why its so cheap <e1>small</e1> <e2>scratch</e2> on the base plate something that you would n 't see on a sony and an overall plasticky feel
-(e1, e2)
168375c1396ae73de3fde98510ddc928.(8, 3).Apex	the build quality <e1>show</e1> why its so cheap <e2>small</e2> scratch on the base plate something that you would n 't see on a sony and an overall plasticky feel
-(e2, e1)
168375c1396ae73de3fde98510ddc928.(8, 23).Apex	the build quality show why its so cheap <e1>small</e1> scratch on the base plate something that you would n 't see on a <e2>sony</e2> and an overall plasticky feel
-(e1, e2)
9151bec746be1369933e0711724fabba.(37, 35).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to <e1>access</e1> certain <e2>special</e2> feature on a rental dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(37, 4).Apex	the player usually play <e1>dvd</e1> 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to access certain <e2>special</e2> feature on a rental dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(37, 42).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to access certain <e1>special</e1> feature on a rental <e2>dvd</e2>
-(e1, e2)
9151bec746be1369933e0711724fabba.(37, 16).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a <e1>dvd</e1> 2 stopping a particular point in a movie every time we played it 3 not being able to access certain <e2>special</e2> feature on a rental dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(37, 38).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to access certain <e1>special</e1> <e2>feature</e2> on a rental dvd
-(e1, e2)
9151bec746be1369933e0711724fabba.(37, 24).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a <e1>movie</e1> every time we played it 3 not being able to access certain <e2>special</e2> feature on a rental dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(37, 1).Apex	the <e1>player</e1> usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to access certain <e2>special</e2> feature on a rental dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(37, 21).Apex	the player usually play dvd 's but has occasional problem such as 1 not recognizing a dvd 2 stopping a particular <e1>point</e1> in a movie every time we played it 3 not being able to access certain <e2>special</e2> feature on a rental dvd
-(e2, e1)
9151bec746be1369933e0711724fabba.(37, 9).Apex	the player usually play dvd 's but has occasional <e1>problem</e1> such as 1 not recognizing a dvd 2 stopping a particular point in a movie every time we played it 3 not being able to access certain <e2>special</e2> feature on a rental dvd
-(e2, e1)
d8105077a4434e718fee25bbe1966b63.(13, 27).Apex	i looked into buying an inexpensive dvd player that had more than the <e1>standard</e1> set of feature and this item seemed to be the best in that <e2>category</e2>
-(e1, e2)
d8105077a4434e718fee25bbe1966b63.(13, 16).Apex	i looked into buying an inexpensive dvd player that had more than the <e1>standard</e1> set of <e2>feature</e2> and this item seemed to be the best in that category
-(e1, e2)
d8105077a4434e718fee25bbe1966b63.(13, 19).Apex	i looked into buying an inexpensive dvd player that had more than the <e1>standard</e1> set of feature and this <e2>item</e2> seemed to be the best in that category
-(e1, e2)
d8105077a4434e718fee25bbe1966b63.(13, 7).Apex	i looked into buying an inexpensive dvd <e1>player</e1> that had more than the <e2>standard</e2> set of feature and this item seemed to be the best in that category
-(e2, e1)
d460f81b43998cfb748cde2be9836aec.(21, 17).Apex	for the first few week this player was everything i expected it to be an affordable multi-format <e1>dvd</e1> player with a <e2>stylish</e2> slim case as advertised
-(e2, e1)
d460f81b43998cfb748cde2be9836aec.(21, 18).Apex	for the first few week this player was everything i expected it to be an affordable multi-format dvd <e1>player</e1> with a <e2>stylish</e2> slim case as advertised
-(e2, e1)
d460f81b43998cfb748cde2be9836aec.(21, 6).Apex	for the first few week this <e1>player</e1> was everything i expected it to be an affordable multi-format dvd player with a <e2>stylish</e2> slim case as advertised
-(e2, e1)
cd704648bf583767f520f7800329f7ce.(3, 16).Apex	this is the <e1>third</e1> apex product i 've bought and they continue to impress for the <e2>price</e2>
-(e1, e2)
625d471844b0c4831e1c2656db644042.(6, 9).Apex	the dvd door would scratch the <e1>top</e1> of the <e2>disc</e2> every time it closed
-(e1, e2)
63310a5e17e811681d048ee50bff3ac2.(21, 14).Apex	the build quality feel solid it does n 't shake or whine while playing <e1>discs</e1> and the picture and sound is <e2>top</e2> notch both dts and dd5 1 sound good
-(e2, e1)
63310a5e17e811681d048ee50bff3ac2.(21, 24).Apex	the build quality feel solid it does n 't shake or whine while playing discs and the picture and sound is <e1>top</e1> notch both <e2>dts</e2> and dd5 1 sound good
-(e1, e2)
625d471844b0c4831e1c2656db644042.(6, 1).Apex	the <e1>dvd</e1> door would scratch the <e2>top</e2> of the disc every time it closed
-(e2, e1)
63310a5e17e811681d048ee50bff3ac2.(21, 3).Apex	the build quality <e1>feel</e1> solid it does n 't shake or whine while playing discs and the picture and sound is <e2>top</e2> notch both dts and dd5 1 sound good
-(e2, e1)
63310a5e17e811681d048ee50bff3ac2.(21, 21).Apex	the build quality feel solid it does n 't shake or whine while playing discs and the picture and sound is <e2><e1>top</e1></e2> notch both dts and dd5 1 sound good
-(e2, e1)
625d471844b0c4831e1c2656db644042.(6, 6).Apex	the dvd door would scratch the <e2><e1>top</e1></e2> of the disc every time it closed
-(e2, e1)
30650f7a1d07890704d95cb9a272243b.(29, 29).Apex	the zoom goes up and down in magnification which is nice but there is always a display of the zoom size about one-quarter of the way down from the <e2><e1>top</e1></e2> of the screen that interferes with viewing at most setting
-(e2, e1)
0d0f8d64973f708c799e4e49d6909dfd.(19, 24).Apex	it sends discoutinous signal to tv so the tv has the picture for one moment and has only the <e1>white</e1> noise for the other <e2>moment</e2>
-(e1, e2)
0d0f8d64973f708c799e4e49d6909dfd.(19, 14).Apex	it sends discoutinous signal to tv so the tv has the picture for one <e1>moment</e1> and has only the <e2>white</e2> noise for the other moment
-(e2, e1)
0d0f8d64973f708c799e4e49d6909dfd.(19, 11).Apex	it sends discoutinous signal to tv so the tv has the <e1>picture</e1> for one moment and has only the <e2>white</e2> noise for the other moment
-(e2, e1)
0d0f8d64973f708c799e4e49d6909dfd.(19, 8).Apex	it sends discoutinous signal to tv so the <e1>tv</e1> has the picture for one moment and has only the <e2>white</e2> noise for the other moment
-(e2, e1)
0d0f8d64973f708c799e4e49d6909dfd.(19, 5).Apex	it sends discoutinous signal to <e1>tv</e1> so the tv has the picture for one moment and has only the <e2>white</e2> noise for the other moment
-(e2, e1)
